Approved loan,Duration (in months),Currency,Age,Number of family members ,Number of years at the current address,Employment Type ,Current years at job,Credit Registry Information,Monthly Installment of the loan,Other installments of other loans,Monthly Income ,Reference,Other debitors/guarantors,Number of existing credits at the bank,Collateral Type_Residential,Collateral Type_Commercial,Collateral Type_Land,Collateral Type_Deposits pledge,Collateral Type_Others,Savings_ALL,Current account_ALL,M,F,Married,Single,Widowed,Divorced,Separated,University,College/High school,Secondary/Less than high school,Elementary,Residential Status_Owner,Residential Status_Co-owner,Residential Status_Live with parents,Residential Status_Others,Residential Status_Rent,Consumer loan,Furniture loan,Loan for car purchase,Mortgage loan,Education loan,Reconstruction loan,Holidays loan ,Medical loan,Loan for energy efficence,Loan classification
3000000,120,0,54,4,24.83,6,11.41,2,37704.12,0,106990,2,1,1,1,0,0,0,0,0,4423.42,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300000,36,0,56,1,32.41,6,17.83,2,9235.73,30000,100000,1,0,1,0,0,0,0,0,0,127.3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
182531.46,15,0,57,2,16.08,6,2.75,2,20782.03,0,90000,1,0,1,0,0,0,0,0,0,440.29,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,36,0,49,3,30.91,7,14.75,2,9268.82,0,53904,2,1,1,0,0,0,0,0,0,6917.78,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
100000,12,0,51,2,26.41,7,11.41,2,8602.4,0,44860,2,1,1,0,0,0,0,0,0,6999.22,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1400000,20,0,37,3,17.91,7,2.91,2,73948.01,2000,260000,1,0,1,0,0,0,1,0,2980154.25,7555.23,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2000000,84,0,49,2,25.5,6,23.75,3,33168.28,0,100000,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201000,30,0,42,1,15.16,7,5.91,2,7497.71,0,22200,2,1,1,0,0,0,0,0,0,143822.56,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1000000,30,0,56,7,19.16,6,18.5,2,36341.05,0,127125,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200000,24,0,51,2,27.83,6,24.83,3,9036.34,0,51159,2,1,1,0,0,0,0,0,0,70.77,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1500000,36,0,48,3,22.16,6,13.41,2,46443.75,0,180000,1,1,1,0,0,0,0,1,0,40806.986,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,48,3,7.33,6,23.58,2,15392.88,27000,106464,1,1,1,0,0,0,0,0,0,39599.92,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,36,0,31,2,2.66,7,2.16,2,9331.87,0,65000,2,1,1,0,0,0,0,0,0,30593.46,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
300000,36,0,54,1,15.91,6,5,2,9525.97,0,32294,2,1,1,0,0,0,0,0,0,11868.83,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1370000,72,0,28,2,18.83,7,2.5,2,22145.24,1200,66752,1,1,1,0,0,0,1,0,20592.37,654120.18,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,24,0,48,4,13.41,6,21.08,2,21914.69,0,113000,2,1,1,0,0,0,0,0,0,33193.48,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,24,0,48,1,24.33,6,1.25,1,22512.53,0,44468,2,1,1,0,0,0,0,0,0,3963.82,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
270000,24,0,59,3,21.25,6,13.25,2,12149.89,0,21524,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
700000,24,0,52,3,16.66,6,9.08,2,31574.81,0,120000,2,1,1,0,0,0,0,0,0,47482.23,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
250000,12,0,29,1,27.83,6,1.83,2,21493.63,0,110000,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
772226.28,36,0,33,3,16.66,7,0.41,2,31624.77,500,70000,2,1,1,0,0,0,0,0,0,2877.57,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500000,36,0,58,1,10.16,6,5.58,2,16168.73,920,55811,1,1,1,0,0,0,0,0,0,556.6,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,60,0,51,1,50.66,7,6.91,2,20808.57,0,80000,1,1,1,0,0,0,0,0,0,53143.23,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1000000,84,0,35,2,7.75,6,7.75,2,14267.83,0,62700,1,0,1,0,0,0,1,0,0,67094.28,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3572613.22,180,0,24,4,16.5,8,8.83,1,54677.36,0,82480,1,1,1,1,0,0,0,0,0,691.03,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
700000,36,0,48,4,26.58,8,11.25,3,21870.93,0,80000,2,1,1,0,0,0,0,0,0,47377.96,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150000,18,0,51,4,17.25,7,9.25,2,8815.92,0,66349,2,0,1,0,0,0,0,0,0,8524.86,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
700000,48,0,27,4,14.91,6,0.25,2,19446.07,0,55600,2,1,1,0,0,0,0,0,0,3755.32,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600000,48,0,26,3,15.25,6,4.83,2,15719.68,0,60000,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,60,0,25,4,24.91,6,1.25,2,20645.72,0,56900,2,1,1,0,0,0,0,0,0,115654.7,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510000,48,0,29,4,28.58,7,3.5,3,12519.53,6500,150000,1,1,1,0,0,0,0,0,0,3510.5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
175253,24,0,43,4,16.33,6,5.83,1,7302.21,0,100000,2,1,1,0,0,0,0,0,0,1890.21,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500000,49,0,51,2,22.66,6,1.5,2,11835.8,2015,87400,1,0,1,0,0,0,1,0,1568819.176,1140.2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,36,0,26,3,1.58,6,0.41,1,30832.34,0,108024,1,1,1,0,0,0,0,0,0,5676,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150000,24,0,25,1,3.08,6,1.16,1,6720.97,0,41000,2,0,1,0,0,0,0,0,0,13842.1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,59,1,39.91,6,9.5,3,12314.3,0,60334,1,1,1,0,0,0,0,0,0,18696.96,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
100000,12,0,40,2,18.25,6,6.25,1,8612.17,0,47500,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,72,0,45,5,7.16,6,3.08,2,17876.09,24200,100500,2,1,1,0,0,0,0,0,0,6.36,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105827.75,36,0,54,3,25.25,7,15.25,3,12701.29,0,45000,2,1,1,0,0,0,0,0,0,30870.88,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133419.87,24,0,57,2,6.33,7,16.08,2,22819.45,0,35000,2,1,1,0,0,0,0,0,0,36784.95,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237706.97,36,0,34,5,2.83,6,5.25,2,17942.32,1500,108406,2,1,1,0,0,0,0,0,0,19882.89,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
200000,24,0,47,2,19.58,6,10.58,2,8936.4,0,72090,2,0,1,0,0,0,0,0,0,314.98,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,12,0,26,3,16.75,7,1.66,2,17351.48,0,87000,2,1,1,0,0,0,0,0,0,9056.75,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
400000,36,0,54,2,16.83,6,21.83,1,12314.3,0,69299,2,0,1,0,0,0,0,0,0,8210.86,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
400000,36,0,37,4,16.08,6,10.66,2,12587.62,0,41338,1,1,1,0,0,0,0,0,2600113.83,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
550000,36,0,43,4,25.75,6,9.33,2,17083.94,0,36000,2,0,1,0,0,0,0,0,0,55389.27,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
220000,24,0,57,3,16.91,6,6.33,2,9742.2,0,64250,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
800000,60,0,31,4,24.41,6,5.08,2,16309.18,0,126000,1,1,1,0,0,0,0,0,0,729.18,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
670093.9,60,0,31,1,4.66,6,4.66,2,14545.16,9467,92978,2,1,1,0,0,0,0,0,664.75,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
250000,12,0,38,2,5.16,7,5.58,2,21512.7,4836,100328,2,0,1,0,0,0,0,0,56815.64,45680.428,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1000000,84,0,47,4,16.58,7,7.16,1,16088.38,0,75000,1,1,1,0,0,0,0,0,0,30859.74,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261075.6,24,0,31,1,5.5,6,5.58,2,22819.45,8790,83877,2,1,1,0,0,0,0,0,0,6715.04,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
375404.58,30,0,39,3,7.25,6,7.25,4,14612.98,0,107855,2,0,1,0,0,0,0,0,0,396.6,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,24,0,48,2,16.66,7,11.66,2,18090.92,0,91160,2,1,1,0,0,0,0,0,0,866.31,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180000,18,0,38,2,8.41,6,6.91,2,10604.23,0,90000,2,0,1,0,0,0,0,0,0,6633.15,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800000,1,0,52,1,44.25,6,6.25,1,843614.25,0,68000,2,0,2,0,0,0,1,0,4000000,11859.13,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
920000,72,0,31,3,20.16,6,7.16,2,16576.33,0,110000,1,1,1,0,0,0,0,0,300136.57,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
160000,12,0,24,1,6.91,7,6,2,13807.43,0,87400,2,0,1,0,0,0,0,0,0,26852.6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1000000,36,0,54,7,20.5,6,22.66,4,30796.41,0,140000,2,1,1,0,0,0,0,0,0,451.74,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
600000,36,0,42,1,7.5,7,1.08,3,18800.28,0,79000,2,1,1,0,0,0,0,0,0,18341.18,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
67246.95,12,0,31,1,17.33,6,8,2,8571.93,0,38840,2,0,2,0,0,0,0,0,0,5726.46,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
680000,36,0,46,4,16.58,6,8,2,20996.41,0,108143,2,1,1,0,0,0,0,0,0,5959.15,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
400000,24,0,32,5,6.08,6,6.08,1,18125.43,0,85600,3,1,1,0,0,0,0,0,50556.49,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,47,4,24.25,6,28.91,2,15553.11,0,85895,2,1,1,0,0,0,0,0,0,8940.2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
100000,12,0,26,2,1.5,7,1.41,2,8695.02,5444,47860,1,1,1,0,0,0,0,0,0,329.56,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
216672.39,36,0,48,3,12.41,6,15.58,2,9525.97,0,36500,1,1,1,0,0,0,0,0,0,350.15,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
200000,18,0,32,4,31.66,6,7.5,2,11782.48,0,88404,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
150000,12,0,30,3,4.33,6,8.16,2,12944.46,0,111878,2,1,1,0,0,0,0,0,0,81413.97,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
700000,36,0,46,3,24.91,6,1.25,2,21550.03,11070,104589,1,1,1,0,0,0,0,0,0,76976.1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,54,1,33.33,6,4.41,2,12520.06,0,66164,2,1,1,0,0,0,0,0,0,2553.69,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5500000,240,0,27,1,26.41,7,3.75,1,37660.88,0,140000,1,1,1,1,0,0,0,0,0,8823.19,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
250000,24,0,41,3,11.75,6,20.33,3,11105.07,57801,118982,1,0,1,0,0,0,0,0,0,1054.17,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150000,24,0,29,3,16.41,6,8.41,2,6749.94,0,53500,2,1,1,0,0,0,0,0,0,22381.59,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
350000,24,0,31,3,18.58,6,8.58,2,15692.99,0,49920,2,0,1,0,0,0,0,0,0,446.46,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
300000,30,0,28,2,6.16,6,7.66,2,10929.57,0,28400,2,1,1,0,0,0,0,0,0,71.27,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
350000,30,0,34,3,8.08,6,0.75,2,12719.37,0,61956,1,1,1,0,0,0,0,0,0,5609.95,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
200000,24,0,35,3,35,6,7.91,3,8999.92,0,60000,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,59,2,14.5,6,16.5,2,16168.73,0,67656,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,48,0,52,3,24.83,6,8.83,2,9185.75,0,95000,2,1,1,0,0,0,1,0,602943.02,40075.99,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
250000,36,0,38,4,12.91,7,4.91,2,7938.31,15461,71241,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,52,4,52,6,16.66,1,8936.4,0,72310,1,1,1,0,0,0,0,0,0,6417.11,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84773.8,12,0,43,2,21.16,6,16.25,2,17224.31,10000,52000,2,0,1,0,0,0,0,0,2.06,11344.89,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,24,0,37,4,7.16,6,13.75,3,22622.27,50787,221426,2,1,1,0,0,0,0,0,0,203.88,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120000,24,0,37,3,34.41,6,6.83,2,5431.96,0,71000,2,0,1,0,0,0,0,0,834.97,719.28,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
170000,18,0,39,3,3,6,14.16,2,9988.06,0,50000,2,0,1,0,0,0,0,0,0,34.99,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1000000,60,0,33,3,9.08,6,11.66,2,21662.62,1200,90000,2,1,1,0,0,0,0,0,664.75,4954.85,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
120000,12,0,35,2,1.08,6,10.08,4,10337.8,0,59000,2,0,1,0,0,0,0,0,0,5975.22,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,56,6,21.25,6,20.25,3,12314.3,0,35000,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,36,0,34,3,15.41,6,14.33,3,9235.73,0,68840,2,1,1,0,0,0,0,0,0,6254.61,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
184379.74,24,0,38,5,37.66,6,14.66,2,8954.51,3500,66114,1,0,1,0,0,0,0,0,583.51,172.58,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120456.99,24,0,54,1,11.66,6,21.33,2,9055.63,0,31590,1,0,1,0,0,0,0,0,0,440.7,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,51,4,31.25,6,5.66,2,15692.25,0,90000,2,1,1,0,0,0,0,0,0,20.29,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5000000,168,0,53,5,25.25,6,28.25,2,44618.58,0,110000,1,1,1,1,0,0,0,0,0,2541.97,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
800000,24,0,56,3,33.41,6,31.25,2,35745.58,0,150000,1,1,1,0,0,0,0,0,0,36129.66,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200000,18,0,55,1,22,6,21.25,1,11818.93,0,33200,2,0,1,0,0,0,0,0,0,1565.07,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
300000,30,0,30,2,29.58,6,5.75,2,11052.75,0,50000,1,1,1,0,0,0,0,0,0,6111.88,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
600000,48,0,38,3,17,7,5.08,3,14797.88,0,163000,1,1,1,0,0,0,0,0,0,473.87,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,18,0,44,4,7.58,6,22.08,2,11738.91,0,77870,1,0,1,0,0,0,0,0,0,4797.44,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,36,0,53,7,22.58,6,9.41,2,9249.52,0,69614,1,1,1,0,0,0,0,0,0,1331.08,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
136158.81,48,0,56,4,31.83,6,4.83,2,13178.52,11600,116000,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
800000,1,0,30,2,17.41,6,10.41,1,887688.33,0,30000,2,0,1,0,0,0,1,0,0,47.26,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2660996.8,144,0,34,6,8,7,4.08,2,34570.35,0,270000,2,1,1,1,0,0,0,0,0,1243.82,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
250000,18,0,50,1,19.16,6,14.33,2,14690.41,0,58263,2,0,1,0,0,0,0,0,0,15422.89,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
255000,36,0,37,2,7.83,6,7.83,2,7932.09,7110,51800,2,0,1,0,0,0,0,0,0,41960.69,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
600000,60,0,43,4,9,6,20.83,2,13262.1,0,73500,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200000,24,0,51,4,10.91,6,10.91,3,8846.11,0,84920,2,0,1,0,0,0,0,0,0,2363.37,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
192274.05,24,0,47,4,20.75,6,7.75,2,8999.92,0,80000,2,1,1,0,0,0,0,0,0,12402.57,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
250000,24,0,54,3,19,6,7.33,2,11185.84,0,45300,2,0,1,0,0,0,0,0,0,58.92,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,38,2,3.91,7,5.75,2,15689.28,0,74800,1,1,1,0,0,0,0,0,0,536.1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
600000,60,0,34,3,6.91,6,10.91,2,11739.7,12000,113000,2,1,1,0,0,0,0,0,0,24531.74,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,24,0,30,4,27.08,7,22,3,22499.8,0,95000,2,1,1,0,0,0,0,0,0,21010,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,24,0,31,4,2.5,6,1.33,2,13148.92,0,100000,2,1,1,0,0,0,0,0,0,397.42,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
700000,24,0,29,4,14.83,6,10.08,2,31383.1,19500,178000,2,1,1,0,0,0,0,0,0,14684.18,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,36,0,49,5,20.41,6,30.41,2,30785.75,0,100000,2,1,1,0,0,0,0,0,0,80.4,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
410675.09,36,0,52,3,27.16,6,23,2,15496.74,0,95081,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,24,0,34,2,2.83,6,10.33,2,17731.34,0,70800,2,0,1,0,0,0,0,0,0,7584.46,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1000000,84,0,48,3,15.66,7,8.66,1,15659.29,0,184200,1,1,2,1,0,0,0,0,0,21708.459,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120000,12,0,49,5,17.83,6,5.66,2,10316.94,5600,83600,3,0,1,0,0,0,0,0,0,70537.71,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
100000,12,0,46,4,12.91,6,22.75,2,8597.45,0,99565,3,0,1,0,0,0,0,0,0,11262.61,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
100000,24,0,59,3,40,6,16,2,4468.2,0,83000,3,0,1,0,0,0,0,0,0,16754.2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,44,5,17.5,6,16.75,1,12350.83,0,100000,2,1,1,0,0,0,0,0,0,8477.67,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,54,3,17,6,16.91,3,15878.59,0,65200,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,60,0,51,2,21.25,7,4.83,2,22157.7,0,34000,2,1,1,0,0,0,0,0,0,266.8,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,24,0,52,4,22.75,6,17.25,2,17999.84,0,70000,2,0,1,0,0,0,0,0,0,561.48,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500000,24,0,37,3,10,6,12,1,22418.69,0,100000,2,1,1,0,0,0,0,0,0,4721.01,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
400000,36,0,43,4,19.41,6,22,2,12522.27,10800,131200,2,1,1,0,0,0,0,0,0,16245.73,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
